github.com/frankban/quicktest	git	2c6a0d60c05cd2d970f356eee0623ddf1cd0d62d	2018-02-06T12:35:47Z
github.com/google/go-cmp	git	8099a9787ce5dc5984ed879a3bda47dc730a8e97	2017-08-03T17:35:09Z
github.com/juju/mgotest	git	6d14d5ab776fdafebbe5b252d75a419d836017f1	2018-07-16T16:08:33Z
github.com/juju/postgrestest	git	95c1ddb2775d334cd3011baf1639f72ee497a288	2018-01-11T15:03:07Z
github.com/kr/pretty	git	cfb55aafdaf3ec08f0db22699ab822c50091b1c4	2016-08-23T17:07:15Z
github.com/kr/text	git	7cafcd837844e784b526369c9bce262804aebc60	2016-05-04T23:40:17Z
github.com/lib/pq	git	83612a56d3dd153a94a629cd64925371c9adad78	2017-11-26T05:04:59Z
gopkg.in/errgo.v1	git	442357a80af5c6bf9b6d51ae791a39c3421004f3	2016-12-22T12:58:16Z
gopkg.in/mgo.v2	git	3f83fa5005286a7fe593b055f0d7771a7dce4655	2016-08-18T02:01:20Z
gopkg.in/retry.v1	git	2d7c7c65cc71d024968d9ff4385d5e7ad3a83fcc	2018-01-16T15:34:15Z
